runnerUri,fullname,time,rank,nationality,nationalityCode,index,ageGroup,gender
31604.xavier.valldeoriolablancafort,Xavier VALLDEORIOLA-BLANCAFORT,26:57:35,44,Espagne,ES,,35-39,H
124735.victor.bernadblasco,Victor BERNAD BLASCO,27:08:50,45,Espagne,ES,,35-39,H
19957.yan.balduchelli,Yan BALDUCHELLI,27:13:54,46,Suisse,CH,,20-34,H
6286.laurent.brochard,Laurent BROCHARD,27:14:57,47,France,FR,,45-49,H
144637.goran.lesjak,Goran LESJAK,27:19:39,48,Croatie,HR,,35-39,H
51171.terry.conway,Terry CONWAY,27:23:15,49,Royaume-Uni,GB,,20-34,H
32027.miguelangel.mudarrasanchez,Miguel-Angel MUDARRA-SANCHEZ,27:25:10,50,Espagne,ES,,40-44,H
125196.juanjose.larrotcha,Juan Jose LARROTCHA,27:32:54,51,Espagne,ES,,40-44,H
60835.sebas.sanchezsaez,Sebas SANCHEZ-SAEZ,27:32:55,52,Espagne,ES,,35-39,H
124992.sergioluis.tejeromadrigal,Sergio Luís TEJERO MADRIGAL,27:33:26,53,Espagne,ES,,35-39,H
124485.erlantz.zaldunbide,Erlantz ZALDUNBIDE,27:33:56,54,Espagne,ES,,20-34,H
18980.uwe.mende,Uwe MENDE,27:35:54,55,Allemagne,DE,,45-49,H
28121.olivier.meynet,Olivier MEYNET,27:45:17,56,France,FR,,20-34,H
30616.katia.fori,Katia FORI,27:48:45,57,Italie,IT,,40-44,F
37687.nicolas.binet,Nicolas BINET,27:49:18,58,France,FR,,35-39,H
36454.shigeru.furuta,Shigeru FURUTA,27:52:11,59,Japon,JP,,40-44,H
84087.dani.hermann,Dani HERMANN,27:55:45,60,Suisse,CH,,35-39,H
155160.jussi.kallioniemi,Jussi KALLIONIEMI,27:57:05,61,Finlande,FI,,40-44,H
207280.duncan.oakes,Duncan OAKES,27:57:06,62,Royaume-Uni,GB,,45-49,H
26488.mickael.dide,Mickael DIDE,27:59:24,63,France,FR,,40-44,H
222823.mota.luiz,Mota LUIZ,28:00:17,64,Portugal,PT,,40-44,H
72384.oskar.zimny,Oskar ZIMNY,28:03:43,65,Pologne,PL,,20-34,H
8169.loic.dautrey,Loic DAUTREY,28:08:15,66,France,FR,,40-44,H
24538.samuel.usson,Samuel USSON,28:08:36,67,France,FR,,20-34,H
144590.juancarlos.sagastume,Juan-Carlos SAGASTUME,28:13:12,68,Guatemala,GT,,40-44,H
124532.silviaainhoa.triguerosgarrote,Silvia Ainhoa TRIGUEROS GARROTE,28:13:12,68,Espagne,ES,,35-39,F
27381.stephane.floury,Stephane FLOURY,28:15:12,70,France,FR,,40-44,H
19588.silvano.beatrici,Silvano BEATRICI,28:17:19,71,Italie,IT,,35-39,H
149010.robin.houghton,Robin HOUGHTON,28:20:13,72,Royaume-Uni,GB,,40-44,H
111342.ziv.zwighaft,Ziv ZWIGHAFT,28:23:00,73,Israël,IL,,20-34,H
2557.bruno.xavier,Bruno XAVIER,28:26:03,74,France,FR,,40-44,H
156380.zsolt.kovacs,Zsolt KOVACS,28:30:35,75,Roumanie,RO,,20-34,H
19885.joachim.pellissier,Joachim PELLISSIER,28:33:55,76,Suisse,CH,,35-39,H
9828.jeandaniel.renaud,Jean-Daniel RENAUD,28:34:25,77,France,FR,,40-44,H
36436.hiroaki.matsunaga,Hiroaki MATSUNAGA,28:36:30,78,Japon,JP,,20-34,H
30302.jeanmarc.convert,Jean-Marc CONVERT,28:36:50,79,France,FR,,40-44,H
12626.josev-.benito,Jose V. BENITO,28:42:01,80,Espagne,ES,,35-39,H
65.tamas.sperka,Tamas SPERKA,28:44:20,81,Hongrie,HU,,40-44,H
72758.ivan.artigasreixach,Ivan ARTIGAS-REIXACH,28:48:27,82,Espagne,ES,,35-39,H
12294.mia.carolbruguera,Mia CAROL-BRUGUERA,28:48:28,83,Espagne,ES,,45-49,H
23061.gill.fowler,Gill FOWLER,28:50:30,84,Australie,AU,,20-34,F
29992.mathieu.gobaille,Mathieu GOBAILLE,28:52:18,85,France,FR,,20-34,H
17442.brendan.trimboli,Brendan TRIMBOLI,28:52:24,86,Etats-Unis,US,,20-34,H
74360.olivier.desebbe,Olivier DESEBBE,28:53:01,87,France,FR,,35-39,H
33405.benjamin.mauries,Benjamin MAURIES,28:55:21,88,France,FR,,20-34,H
148442.daniel.anderson,Daniel ANDERSON,28:56:36,89,Royaume-Uni,GB,,20-34,H
20967.gianluca.galeati,Gianluca GALEATI,29:00:12,90,Italie,IT,,20-34,H
107293.michal.jochymek,Michal JOCHYMEK,29:05:53,91,Pologne,PL,,20-34,H
11127.franck.dorne,Franck DORNE,29:07:37,92,France,FR,,45-49,H
6296.nicolas.charrier,Nicolas CHARRIER,29:08:33,93,France,FR,,35-39,H
31648.jordi.funollet,Jordi FUNOLLET,29:08:48,94,Espagne,ES,,20-34,H
73432.thierry.cussac,Thierry CUSSAC,29:16:56,95,France,FR,,40-44,H
75982.brian.melia,Brian MELIA,29:24:05,96,Royaume-Uni,GB,,45-49,H
171180.adam.stokes,Adam STOKES,29:25:41,97,Australie,AU,,20-34,H
12633.neil.bryant,Neil BRYANT,29:25:42,98,Royaume-Uni,GB,,35-39,H
205170.ian.phillips,Ian PHILLIPS,29:28:32,99,Royaume-Uni,GB,,35-39,H
2163.paul.hopwood,Paul HOPWOOD,29:29:51,100,Australie,AU,,50-54,H
124407.inaki.sanchoyertougarte,Inaki SANCHOYERTO-UGARTE,29:29:51,100,Espagne,ES,,40-44,H
10427.jacky.deconihout,Jacky DECONIHOUT,29:32:48,102,France,FR,,60-64,H
10234.frederic.ronzier,Frederic RONZIER,29:33:19,103,France,FR,,40-44,H
37727.maria.semerjian,Maria SEMERJIAN,29:34:30,104,France,FR,,35-39,F
20061.denis.colin,Denis COLIN,29:40:55,105,France,FR,,20-34,H
18476.chris.fisher,Chris FISHER,29:42:34,106,Etats-Unis,US,,35-39,H
212573.keita.kobayashi,Keita KOBAYASHI,29:43:02,107,Japon,JP,,20-34,H
20054.jerome.bourdin,Jerome BOURDIN,29:45:29,108,France,FR,,35-39,H
150837.arturs.vadzis,Artūrs VADZIS,29:46:56,109,Lettonie,LV,,20-34,H
197831.krystian.ogly,Krystian OGLY,29:48:51,110,Pologne,PL,,35-39,H
8291.benoit.charlesmangeon,Benoit CHARLES-MANGEON,29:50:10,111,France,FR,,20-34,H
27382.christian.dilmi,Christian DILMI,29:54:56,112,France,FR,,45-49,H
42001.etienne.leconte,Etienne LECONTE,29:56:06,113,France,FR,,40-44,H
26004.nicolas.fortineau,Nicolas FORTINEAU,29:56:36,114,France,FR,,35-39,H
19016.axel.zapletal,Axel ZAPLETAL,29:58:41,115,Allemagne,DE,,50-54,H
48298.christoph.kern,Christoph KERN,30:00:37,116,Allemagne,DE,,20-34,H
34348.david.ruttum,David RUTTUM,30:10:22,117,Etats-Unis,US,,35-39,H
156375.ed.melbourne,Ed MELBOURNE,30:11:23,118,Royaume-Uni,GB,,20-34,H
7234.frederic.cremades,Frederic CREMADES,30:11:26,119,France,FR,,35-39,H
148977.robin.carter,Robin CARTER,30:13:00,120,Royaume-Uni,GB,,20-34,H
45232.danny.kendall,Danny KENDALL,30:14:36,121,Royaume-Uni,GB,,35-39,H
124743.carlos.pascualsempere,Carlos PASCUAL-SEMPERE,30:16:49,122,Espagne,ES,,35-39,H
150841.manuela.vilaseca,Manuela VILASECA,30:17:02,123,Brésil,BR,,20-34,F
13452.miguel.alvarezperez,Miguel ALVAREZ PEREZ,30:18:11,124,Espagne,ES,,50-54,H
12836.nicola.bassi,Nicola BASSI,30:18:12,125,Italie,IT,,20-34,H
11777.romen.torresbarreda,Romen TORRES BARREDA,30:18:30,126,Espagne,ES,,20-34,H
11055.remi.voisin,Remi VOISIN,30:21:07,127,France,FR,,20-34,H
32049.miguelangel.martineztarin,Miguel-Angel MARTINEZ-TARIN,30:22:26,128,Espagne,ES,,20-34,H
56516.moisis.foltopoulos,Moisis FOLTOPOULOS,30:22:42,129,Grèce,GR,,20-34,H
10734.juliette.blanchet,Juliette BLANCHET,30:24:08,130,France,FR,,20-34,F
20046.alister.bignell,Alister BIGNELL,30:25:07,131,Royaume-Uni,GB,,35-39,H
43771.serge.monnet,Serge MONNET,30:28:24,132,France,FR,,35-39,H
12994.inigo.estevezcapelastegui,Inigo ESTEVEZ-CAPELASTEGUI,30:28:38,133,Espagne,ES,,20-34,H
50089.nathaniel.couture,Nathaniel COUTURE,30:33:14,134,Canada,CA,,20-34,H
34657.daniele.settesoldi,Daniele SETTESOLDI,30:38:21,135,Italie,IT,,45-49,H
37730.yann.janicot,Yann JANICOT,30:40:46,136,France,FR,,40-44,H
21277.alessandro.montani,Alessandro MONTANI,30:41:16,137,Italie,IT,,40-44,H
75.jeanluc.lefrancois,Jean-Luc LEFRANCOIS,30:42:35,138,France,FR,,45-49,H
18987.robert.steinbauer,Robert STEINBAUER,30:44:29,139,Autriche,AT,,45-49,H
19281.alessandro.bertelle,Alessandro BERTELLE,30:44:44,140,Italie,IT,,20-34,H
8687.yves.truchet,Yves TRUCHET,30:49:19,141,France,FR,,35-39,H
8688.alexandre.vanausloos,Alexandre VAN AUSLOOS,30:49:23,142,France,FR,,40-44,H
25256.audrey.meyer,Audrey MEYER,30:50:47,143,France,FR,,20-34,F
45747.daniel.hari,Daniel HARI,30:52:42,144,Suisse,CH,,40-44,H
8288.vincent.delebarre,Vincent DELEBARRE,30:54:28,145,France,FR,,45-49,H
4240834.piero.toffoli,Piero TOFFOLI,31:02:12,146,Italie,IT,,45-49,H
73867.thierry.vuagnoux,Thierry VUAGNOUX,31:02:21,147,France,FR,,45-49,H
209040.nelson.desousa,Nélson DE SOUSA,31:04:27,148,Portugal,PT,,20-34,H
25482.kurt.nadler,Kurt NADLER,31:05:28,149,Suisse,CH,,45-49,H
30459.boris.dallacqua,Boris DALL'ACQUA,31:05:36,150,Italie,IT,,45-49,H
340614.kian.pourady,Kian POURADY,31:06:05,151,France,FR,,40-44,H
45693.christian.insam,Christian INSAM,31:08:46,152,Italie,IT,,35-39,H
11796.antonioluis.mudarrasanchez,Antonio-Luis MUDARRA-SANCHEZ,31:10:02,153,Espagne,ES,,45-49,H
7847.jeanphilippe.gallard,Jean-Philippe GALLARD,31:11:58,154,France,FR,,40-44,H
201471.david.simons,David SIMONS,31:14:09,155,Royaume-Uni,GB,,45-49,H
11505.eric.henry,Eric HENRY,31:14:19,156,France,FR,,45-49,H
32043.oscar.jimenezmartinez,Oscar JIMENEZ-MARTINEZ,31:18:45,157,Espagne,ES,,35-39,H
278655.thomas.phillips,Thomas PHILLIPS,31:19:23,158,Royaume-Uni,GB,,50-54,H
20081.olivier.vangulck,Olivier VAN GULCK,31:19:24,159,Belgique,BE,,20-34,H
474488.shun.saito,Shun SAITO,31:19:39,160,Japon,JP,,40-44,H
41867.didier.delemontez,Didier DELEMONTEZ,31:20:05,161,France,FR,,55-59,H
145463.benjamin.mauduit,Benjamin MAUDUIT,31:23:35,162,France,FR,,20-34,H
35748.stephanie.case,Stephanie CASE,31:24:15,163,Canada,CA,,20-34,F
41306.franck.salamand,Franck SALAMAND,31:24:54,164,France,FR,,40-44,H
18768.ugaitz.agirregomezkortazubizarreta,Ugaitz AGIRREGOMEZKORTA ZUBIZARRETA,31:25:58,165,Espagne,ES,,20-34,H
27898.frantz.montigny,Frantz MONTIGNY,31:26:52,166,France,FR,,35-39,H
12627.scott.bradley,Scott BRADLEY,31:26:53,167,Royaume-Uni,GB,,35-39,H
1272005.miguel.baptista,Miguel BAPTISTA,31:27:02,168,Portugal,PT,,20-34,H
281.francois.deforcade,François DE FORCADE,31:27:12,169,France,FR,,40-44,H
41158.laurent.drouin,Laurent DROUIN,31:28:22,170,France,FR,,40-44,H
10535.serge.lefebvre,Serge LEFEBVRE,31:31:26,171,France,FR,,45-49,H
19274.stefano.dotti,Stefano DOTTI,31:32:45,172,Italie,IT,,40-44,H
84608.tobias.mews,Tobias MEWS,31:34:52,173,Royaume-Uni,GB,,35-39,H
70530.alois.leitner,Alois LEITNER,31:35:21,174,Autriche,AT,,50-54,H
176871.christopher.wolff,Christopher WOLFF,31:40:59,175,Etats-Unis,US,,40-44,H
193493.miguel.mataix,Miguel MATAIX,31:44:59,176,Espagne,ES,,40-44,H
19607.michele.benamati,Michele BENAMATI,31:46:27,177,Italie,IT,,40-44,H
19282.miklos.kiss,Miklos KISS,31:48:19,178,Hongrie,HU,,40-44,H
30635.andrea.fiori,Andrea FIORI,31:49:31,179,Italie,IT,,35-39,H
173585.rafael.romerosanchez,Rafael ROMERO SANCHEZ,31:49:40,180,Espagne,ES,,20-34,H
155159.dominic.pascoe,Dominic PASCOE,31:56:07,181,Royaume-Uni,GB,,35-39,H
13015.jordi.pamiescarrion,Jordi PAMIES-CARRION,31:58:50,182,Espagne,ES,,35-39,H
29989.michel.denaix,Michel DENAIX,31:59:30,183,France,FR,,50-54,H
6986.philippe.tric,Philippe TRIC,32:00:11,184,France,FR,,50-54,H
200392.zbynek.cypra,Zbynek CYPRA,32:05:55,185,République tchèque,CZ,,35-39,H
70847.dominic.miglbauer,Dominic MIGLBAUER,32:07:18,186,Autriche,AT,,20-34,H
33410.michel.giordani,Michel GIORDANI,32:08:47,187,France,FR,,40-44,H
9827.joel.archer,Joel ARCHER,32:09:55,188,France,FR,,45-49,H
32486.denis.jouandet,Denis JOUANDET,32:09:56,189,France,FR,,45-49,H
127378.stephane.ruel,Stephane RUEL,32:09:56,189,France,FR,,45-49,H
44897.tom.siener,Tom SIENER,32:10:06,191,Allemagne,DE,,45-49,H
124542.gorka.maranon,Gorka MARANON,32:10:51,192,Espagne,ES,,20-34,H
30088.sebastien.folliot,Sebastien FOLLIOT,32:11:37,193,France,FR,,35-39,H
261.stephane.renaud,Stephane RENAUD,32:16:25,194,France,FR,,40-44,H
72743.olivier.ollagnier,Olivier OLLAGNIER,32:16:25,194,France,FR,,40-44,H
18983.ernst.humer,Ernst HUMER,32:16:27,196,Autriche,AT,,60-64,H
75936.paul.maisonnier,Paul MAISONNIER,32:25:04,197,France,FR,,45-49,H
20164.chris.longbottom,Chris LONGBOTTOM,32:26:17,198,Suisse,CH,,35-39,H
30020.timothee.nalet,Timothée NALET,32:27:33,199,France,FR,,20-34,H
9000.ianis.tsokanis,Ianis TSOKANIS,32:28:31,200,France,FR,,20-34,H
30010.stephane.degueldre,Stephane DEGUELDRE,32:28:33,201,France,FR,,40-44,H
6324.josiane.piccolet,Josiane PICCOLET,32:30:02,202,France,FR,,55-59,F
24986.marc.fegli,Marc FEGLI,32:34:53,203,France,FR,,40-44,H
19644.davide.cappelletti,Davide CAPPELLETTI,32:34:57,204,Italie,IT,,40-44,H
7251.andre.gay,Andre GAY,32:35:15,205,France,FR,,45-49,H
33356.samuel.gully,Samuel GULLY,32:35:49,206,France,FR,,35-39,H
6669.tanguy.epale,Tanguy EPALE,32:37:04,207,France,FR,,35-39,H
78158.pierrephilippe.iturria,Pierre-Philippe ITURRIA,32:40:01,208,France,FR,,45-49,H
7224.patrick.etcheverry,Patrick ETCHEVERRY,32:40:01,208,France,FR,,40-44,H
76194.luis.serrazina,Luis SERRAZINA,32:41:32,210,Portugal,PT,,45-49,H
125815.marcus.bonito,Marcus BONITO,32:41:32,210,Portugal,PT,,35-39,H
10869.antoine.destael,Antoine DE STAEL,32:41:46,212,France,FR,,20-34,H
67514.thomas.tribius,Thomas TRIBIUS,32:42:16,213,Allemagne,DE,,45-49,H
126504.ivan.hernandezguzman,Ivan HERNANDEZ GUZMAN,32:43:16,214,Espagne,ES,,35-39,H
57588.giulio.macchia,Giulio MACCHIA,32:44:18,215,Italie,IT,,45-49,H
8494.aurelien.vidal,Aurelien VIDAL,32:47:10,216,France,FR,,35-39,H
7247.frederic.vidotto,Frederic VIDOTTO,32:48:31,217,France,FR,,40-44,H
43739.hubert.filiol,Hubert FILIOL,32:48:31,217,France,FR,,20-34,H
30050.jerome.ollagnier,Jerome OLLAGNIER,32:52:19,219,France,FR,,35-39,H
37774.david.wiener,David WIENER,32:54:40,220,France,FR,,45-49,H
340616.prokopios.arkoudis,Prokopios ARKOUDIS,32:55:26,221,Grèce,GR,,45-49,H
2723.meghan.canfield,Meghan CANFIELD,32:55:37,222,Etats-Unis,US,,50-54,F
340617.hiro.watanabe,Hiro WATANABE,32:55:40,223,Japon,JP,,45-49,H
72324.laurent.berthier,Laurent BERTHIER,32:56:03,224,France,FR,,45-49,H
205199.liz.barker,Liz BARKER,32:58:15,225,Royaume-Uni,GB,,20-34,F
102832.cyrille.leonet,Cyrille LEONET,32:59:14,226,France,FR,,40-44,H
9004.philippe.drousse,Philippe DROUSSE,32:59:53,227,France,FR,,45-49,H
126061.juanjose.perezmelida,Juan-Jose PEREZ-MELIDA,33:00:04,228,Espagne,ES,,35-39,H
10424.hans.spies,Hans SPIES,33:00:30,229,France,FR,,20-34,H
100.jeanphilippe.lefief,Jean-Philippe LEFIEF,33:04:20,230,France,FR,,45-49,H
25563.alex.brennwald,Alex BRENNWALD,33:08:26,231,Suisse,CH,,20-34,H
60156.enrico.broggi,Enrico BROGGI,33:08:58,232,Italie,IT,,20-34,H
203627.joel.meredith,Joel MEREDITH,33:09:32,233,Etats-Unis,US,,35-39,H
31961.angel.toracanal,Angel TORA-CANAL,33:09:33,234,Espagne,ES,,35-39,H
20991.alberto.chiesa,Alberto CHIESA,33:09:34,235,Italie,IT,,50-54,H
125592.carlos.rocha,Carlos ROCHA,33:11:51,236,Portugal,PT,,45-49,H
144809.wilfried.benoist,Wilfried BENOIST,33:12:28,237,France,FR,,35-39,H
60128.gilberto.robiolio,Gilberto ROBIOLIO,33:13:52,238,Irlande,IE,,45-49,H
106888.albert.jorqueramestres,Albert JORQUERA MESTRES,33:13:57,239,Espagne,ES,,35-39,H
76435.josep.serramateu,Josep SERRA-MATEU,33:14:27,240,Espagne,ES,,45-49,H
41460.yann.rey,Yann REY,33:14:48,241,France,FR,,45-49,H
126765.franciscojavier.riosroldan,Francisco-Javier RIOS-ROLDAN,33:16:00,242,Espagne,ES,,40-44,H
76207.jorge.serrazina,Jorge SERRAZINA,33:16:31,243,Portugal,PT,,55-59,H
10711.gilles.repellin,Gilles REPELLIN,33:17:27,244,France,FR,,45-49,H
28152.christophe.andre,Christophe ANDRE,33:17:43,245,France,FR,,35-39,H
8515.gilles.chiron,Gilles CHIRON,33:18:36,246,France,FR,,45-49,H
193292.david.dixon,David DIXON,33:19:19,247,Royaume-Uni,GB,,35-39,H
10259.gianluca.antonelli,Gianluca ANTONELLI,33:22:35,248,Italie,IT,,40-44,H
19271.enzo.bacca,Enzo BACCA,33:22:35,248,Italie,IT,,50-54,H
12946.jesper.halvorsen,Jesper HALVORSEN,33:28:54,250,Danemark,DK,,40-44,H
208843.manuel.quelhas,Manuel QUELHAS,33:29:04,251,Portugal,PT,,35-39,H
62529.simon.jung,Simon JUNG,33:29:35,252,Allemagne,DE,,40-44,H
20060.felix.thummel,Felix THÜMMEL,33:29:36,253,Allemagne,DE,,45-49,H
57556.fabrizio.gnuffi,Fabrizio GNUFFI,33:30:16,254,Italie,IT,,35-39,H
6684.pierre.royer,Pierre ROYER,33:30:16,254,France,FR,,35-39,H
52262.jamie.lawler,Jamie LAWLER,33:30:45,256,Royaume-Uni,GB,,35-39,H
148802.simon.deakin,Simon DEAKIN,33:30:45,256,Royaume-Uni,GB,,35-39,H
11835.gerald.blumrich,Gerald BLUMRICH,33:30:57,258,Allemagne,DE,,55-59,H
24064.benoit.cassan,Benoit CASSAN,33:32:32,259,France,FR,,45-49,H
124764.israel.jimenezestebanez,Israel JIMENEZ-ESTEBANEZ,33:33:31,260,Espagne,ES,,35-39,H
34667.paolo.deramo,Paolo D'ERAMO,33:33:50,261,Italie,IT,,40-44,H
3223401.penelope.matkinhussey,Penelope MATKIN-HUSSEY,33:34:22,262,Royaume-Uni,GB,,35-39,F
192014.matthew.bisco,Matthew BISCO,33:34:23,263,Royaume-Uni,GB,,20-34,H
42006.louis.favrevictoire,Louis FAVRE-VICTOIRE,33:37:35,264,France,FR,,50-54,H
48405.daniel.egli,Daniel EGLI,33:37:38,265,Suisse,CH,,45-49,H
75981.jocelyn.corbeil,Jocelyn CORBEIL,33:37:39,266,Canada,CA,,45-49,H
211.pascal.guitton,Pascal GUITTON,33:37:50,267,France,FR,,45-49,H
42221.luke.aspinall,Luke ASPINALL,33:38:05,268,Royaume-Uni,GB,,35-39,H
200504.mirtha.realpe,Mirtha REALPE,33:38:26,269,Colombie,CO,,20-34,F
6627.thierry.crussy,Thierry CRUSSY,33:38:26,269,France,FR,,45-49,H
522.andre.ambroggi,André AMBROGGI,33:39:06,271,France,FR,,50-54,H
8346.guy.bouthemy,Guy BOUTHEMY,33:39:07,272,France,FR,,55-59,H
42808.guy.savelli,Guy SAVELLI,33:41:20,273,France,FR,,50-54,H
12876.cristiano.gorgaini,Cristiano GORGAINI,33:41:22,274,Italie,IT,,40-44,H
19023.dominik.aichinger,Dominik AICHINGER,33:41:23,275,Autriche,AT,,45-49,H
148981.mark.ruscoe,Mark RUSCOE,33:41:26,276,Royaume-Uni,GB,,20-34,H
7266.jerome.verger,Jerome VERGER,33:42:08,277,France,FR,,35-39,H
11522.jeanclaude.perret,Jean-Claude PERRET,33:43:24,278,France,FR,,50-54,H
8503.stephane.billaud,Stephane BILLAUD,33:45:23,279,France,FR,,35-39,H
187184.jeanpascal.buche,Jean-Pascal BUCHE,33:46:46,280,Belgique,BE,,40-44,H
76411.pascal.bessin,Pascal BESSIN,33:47:00,281,France,FR,,40-44,H
150868.tim.oliver,Tim OLIVER,33:47:54,282,Royaume-Uni,GB,,20-34,H
40298.ronan.chatelain,Ronan CHATELAIN,33:48:17,283,France,FR,,40-44,H
240948.alex.rebesrodriguez,Alex REBES-RODRIGUEZ,33:49:10,284,Espagne,ES,,35-39,H
20994.roberto.cremonesi,Roberto CREMONESI,33:49:43,285,Italie,IT,,45-49,H
220734.gabriel.cojan,Gabriel COJAN,33:54:45,286,Roumanie,RO,,20-34,H
199726.artur.moron,Artur MORON,33:54:46,287,Pologne,PL,,35-39,H
41307.arnaud.souloumiac,Arnaud SOULOUMIAC,33:54:46,287,France,FR,,40-44,H
21105.michael.dola,Michael DOLA,33:55:01,289,Italie,IT,,20-34,H
104048.philippe.gerville,Philippe GERVILLE,34:00:27,290,France,FR,,35-39,H
62715.andreas.betzlbacher,Andreas BETZLBACHER,34:03:52,291,Allemagne,DE,,20-34,H
2502.christophe.pomel,Christophe POMEL,34:06:40,292,France,FR,,35-39,H
138966.herve.cuoq,Herve CUOQ,34:08:03,293,France,FR,,35-39,H
31635.hector.aguilar,Hector AGUILAR,34:11:45,294,Espagne,ES,,35-39,H
22432.fernando.gonzalezrodriguez,Fernando GONZALEZ-RODRIGUEZ,34:14:43,295,Espagne,ES,,35-39,H
340618.michael.hughes,Michael HUGHES,34:15:53,296,Australie,AU,,35-39,H
7215.jordi.martinpascual,Jordi MARTIN-PASCUAL,34:15:58,297,Espagne,ES,,45-49,H
7937.erwan.lefraillec,Erwan LE FRAILLEC,34:17:41,298,France,FR,,20-34,H
127379.laurent.oliver,Laurent OLIVER,34:22:31,299,France,FR,,40-44,H
51209.dale.mathers,Dale MATHERS,34:22:40,300,Royaume-Uni,GB,,50-54,H
203577.billy.reed,Billy REED,34:22:41,301,Royaume-Uni,GB,,45-49,H
10777.vincent.gautier,Vincent GAUTIER,34:22:53,302,France,FR,,20-34,H
13423.orkatz.oiangurenarantzamendi,Orkatz OIANGUREN-ARANTZAMENDI,34:23:41,303,Espagne,ES,,20-34,H
11240.philippe.bartoli,Philippe BARTOLI,34:23:44,304,France,FR,,45-49,H
60009.marko.hanza,Marko HANZA,34:24:53,305,Croatie,HR,,40-44,H
32471.jerome.couronnel,Jerome COURONNEL,34:26:22,306,France,FR,,40-44,H
