runnerUri,fullname,time,rank,nationality,nationalityCode,index,ageGroup,gender
76367.stephane.drouet,Stephane DROUET,25:47:00,1072,France,FR,,35-39,H
76368.maurice.rio,Maurice RIO,25:47:33,1073,France,FR,,45-49,H
76369.bernard.bonnin,Bernard BONNIN,25:47:33,1074,France,FR,,65-69,H
76370.adrien.tylek,Adrien TYLEK,25:49:00,1075,France,FR,,40-44,H
75373.stephane.sery,Stephane SERY,25:51:07,1076,France,FR,,20-34,H
76371.pascal.lopez,Pascal LOPEZ,25:51:08,1077,France,FR,,45-49,H
76149.sergiogustavo.moyaruiz,Sergio Gustavo MOYA RUIZ,25:53:43,1078,Argentine,AR,,50-54,H
72366.kaiyuen.fung,Kai-Yuen FUNG,25:54:34,1079,Chine,CN,,20-34,H
72452.yuktung.wong,Yuk-Tung WONG,25:54:40,1080,"Hong Kong, Chine",HK,,40-44,H
1616.jeanphilippe.viguie,Jean-Philippe VIGUIE,25:58:06,1081,France,FR,,45-49,H
41475.yves.leguennec,Yves LE GUENNEC,26:05:07,1082,France,FR,,45-49,H
13203.erik.bossen,Erik BOSSEN,26:07:33,1083,Danemark,DK,,40-44,H
76372.angela.cruz,Angela CRUZ,26:07:33,1084,Portugal,PT,,35-39,F
76373.emmanuel.besombes,Emmanuel BESOMBES,26:09:21,1085,France,FR,,40-44,H
45401.katsumi.miyake,Katsumi MIYAKE,26:16:25,1086,Japon,JP,,50-54,H
12241.antonio.garciaartiles,Antonio GARCIA-ARTILES,26:16:45,1087,Espagne,ES,,80+,H
128026.yves.tesson,Yves TESSON,26:17:22,1088,France,FR,,45-49,H
6952.francis.destefani,Francis DE STEFANI,26:18:35,1089,France,FR,,60-64,H
76376.keiichi.sone,Keiichi SONE,26:19:24,1090,Japon,JP,,45-49,H
73665.micheline.merrien,Micheline MERRIEN,26:25:17,1091,France,FR,,55-59,F
41126.dominique.bleichner,Dominique BLEICHNER,26:27:13,1092,France,FR,,40-44,H
41127.lionel.agard,Lionel AGARD,26:27:14,1093,France,FR,,45-49,H
24178.christian.salban,Christian SALBAN,26:29:35,1094,France,FR,,40-44,H
4900951.amaro.redondo,Amaro REDONDO,26:30:24,1095,Espagne,ES,,40-44,H
73785.olivier.capron,Olivier CAPRON,26:31:05,1096,France,FR,,40-44,H
76378.gilles.dubesset,Gilles DUBESSET,26:31:06,1097,France,FR,,45-49,H
76379.gilles.mazeau,Gilles MAZEAU,26:31:09,1098,France,FR,,35-39,H
23972.jeanmichel.grimoire,Jean-Michel GRIMOIRE,26:31:09,1099,France,FR,,45-49,H
76380.frederic.caillat,Frederic CAILLAT,26:31:09,1100,France,FR,,35-39,H
76381.christophe.corre,Christophe CORRE,26:31:13,1101,France,FR,,40-44,H
76382.andre.caillol,Andre CAILLOL,26:31:17,1102,France,FR,,45-49,H
