runnerUri,fullname,time,rank,nationality,nationalityCode,index,ageGroup,gender
8908.francois.dhaene,Francois D HAENE,10:32:36,1,France,FR,,20-34,H
44806.jonas.buud,Jonas BUUD,11:03:19,2,Suède,SE,,35-39,H
2751.mike.foote,Mike FOOTE,11:19:00,3,Etats-Unis,US,,20-34,H
13637.carlos.sa,Carlos SA,11:22:39,4,Portugal,PT,,35-39,H
17.csaba.nemeth,Csaba NEMETH,11:37:18,5,Hongrie,HU,,40-44,H
41935.jeanyves.rey,Jean-Yves REY,11:43:48,6,Suisse,CH,,40-44,H
110187.francois.faivre,Francois FAIVRE,11:51:32,7,France,FR,,20-34,H
7.arnaud.lejeune,Arnaud LEJEUNE,11:53:17,8,France,FR,,20-34,H
5963.sebastien.buffard,Sebastien BUFFARD,11:57:47,9,France,FR,,20-34,H
2708.tsuyoshi.kaburaki,Tsuyoshi KABURAKI,12:03:04,10,Japon,JP,,40-44,H
156038.armando.teixeira,Armando TEIXEIRA,12:05:56,11,Portugal,PT,,35-39,H
124448.javier.dominguezledo,Javier DOMINGUEZ LEDO,12:12:32,12,Espagne,ES,,35-39,H
11746.jordi.bes,Jordi BES,12:14:35,13,Espagne,ES,,35-39,H
2190.john.tidd,John TIDD,12:24:46,14,Espagne,ES,,45-49,H
107248.piotr.hercog,Piotr HERCOG,12:32:02,15,Pologne,PL,,35-39,H
12828.elizabeth.hawker,Elizabeth HAWKER,12:32:13,16,Royaume-Uni,GB,,35-39,F
11752.matthias.dippacher,Matthias DIPPACHER,12:40:57,17,Allemagne,DE,,35-39,H
107249.pawel.dybek,Pawel DYBEK,12:50:35,18,Pologne,PL,,35-39,H
13322.imanol.aleson,Imanol ALESON,12:51:23,19,Espagne,ES,,40-44,H
11454.ronan.moalic,Ronan MOALIC,12:57:13,20,France,FR,,35-39,H
7829.ludovic.pommeret,Ludovic POMMERET,13:00:45,21,France,FR,,35-39,H
13303.gaizka.barananourkijo,Gaizka BARANANO-URKIJO,13:02:51,22,Espagne,ES,,20-34,H
9.bertrand.collombpatton,Bertrand COLLOMB PATTON,13:03:08,23,France,FR,,35-39,H
2770.david.kadunc,David KADUNC,13:07:50,24,Slovénie,SI,,20-34,H
64606.rudi.dohnert,Rudi DOHNERT,13:13:14,25,Allemagne,DE,,40-44,H
8298.frederic.desplanches,Frederic DESPLANCHES,13:13:38,26,France,FR,,35-39,H
12827.filippo.canetta,Filippo CANETTA,13:14:09,27,Italie,IT,,40-44,H
11054.patrice.paquier,Patrice PAQUIER,13:16:04,28,France,FR,,40-44,H
75930.eoin.keith,Eoin KEITH,13:16:05,29,Irlande,IE,,40-44,H
8144.francesca.canepa,Francesca CANEPA,13:17:01,30,Italie,IT,,40-44,F
60001.arnau.juliabonmati,Arnau JULIA-BONMATI,13:17:53,31,Espagne,ES,,35-39,H
4073.luke.nelson,Luke NELSON,13:18:52,32,Etats-Unis,US,,20-34,H
6602.herve.giraudsauveur,Herve GIRAUD-SAUVEUR,13:20:55,33,France,FR,,45-49,H
3796.topher.gaylord,Topher GAYLORD,13:21:18,34,Etats-Unis,US,,40-44,H
20046.alister.bignell,Alister BIGNELL,13:21:31,35,Royaume-Uni,GB,,20-34,H
185874.clarke.mcclymont,Clarke MCCLYMONT,13:22:20,36,Australie,AU,,35-39,H
31623.emma.roca,Emma ROCA,13:23:37,37,Espagne,ES,,35-39,F
8923.sylvain.couchaud,Sylvain COUCHAUD,13:33:08,38,France,FR,,20-34,H
13268.artem.rostovtsev,Artem ROSTOVTSEV,13:34:58,39,Russie,RU,,20-34,H
7211.alexandre.hayetine,Alexandre HAYETINE,13:35:35,40,France,FR,,20-34,H
156367.hiromichi.kojima,Hiromichi KOJIMA,13:36:03,41,Japon,JP,,35-39,H
19290.gergely.papp,Gergely PAPP,13:40:41,42,Hongrie,HU,,20-34,H
9851.frederic.cantin,Frederic CANTIN,13:42:57,43,France,FR,,40-44,H
2171.rory.bosio,Rory BOSIO,13:43:10,44,Etats-Unis,US,,20-34,F
7854.sebastien.nain,Sebastien NAIN,13:46:01,45,France,FR,,40-44,H
19957.yan.balduchelli,Yan BALDUCHELLI,13:49:30,46,Suisse,CH,,20-34,H
6955.renaud.rouanet,Renaud ROUANET,13:49:31,47,France,FR,,20-34,H
136582.paul.tierney,Paul TIERNEY,13:50:03,48,Irlande,IE,,20-34,H
8924.benoit.thiery,Benoit THIERY,13:50:11,49,France,FR,,20-34,H
20958.daniele.fornoni,Daniele FORNONI,13:52:23,50,Italie,IT,,40-44,H
20065.daniel.biollaz,Daniel BIOLLAZ,13:53:51,51,France,FR,,40-44,H
57286.long.huang,Long HUANG,13:54:42,52,Chine,CN,,35-39,H
2150.gary.robbins,Gary ROBBINS,13:54:53,53,Canada,CA,,35-39,H
2478.frederic.jouband,Frederic JOUBAND,13:57:16,54,France,FR,,40-44,H
29991.jean.burnet,Jean BURNET,13:57:43,55,France,FR,,20-34,H
30616.katia.fori,Katia FORI,13:58:25,56,Italie,IT,,40-44,F
12835.miquel.caposoler,Miquel CAPO-SOLER,14:03:55,57,Espagne,ES,,35-39,H
154247.carlos.santasusanabayona,Carlos SANTASUSANA-BAYONA,14:04:43,58,Espagne,ES,,35-39,H
32027.miguelangel.mudarrasanchez,Miguel-Angel MUDARRA-SANCHEZ,14:05:32,59,Espagne,ES,,40-44,H
76197.daniel.amatasencio,Daniel AMAT ASENCIO,14:06:16,60,Espagne,ES,,20-34,H
36436.hiroaki.matsunaga,Hiroaki MATSUNAGA,14:07:32,61,Japon,JP,,20-34,H
107252.magdalena.laczak,Magdalena LACZAK,14:07:50,62,Pologne,PL,,20-34,F
1404819.robert.bonnefous,Robert BONNEFOUS,14:09:30,63,France,FR,,50-54,H
19588.silvano.beatrici,Silvano BEATRICI,14:10:21,64,Italie,IT,,35-39,H
78361.didier.verchere,Didier VERCHERE,14:11:31,65,France,FR,,40-44,H
43.gregory.verrier,Gregory VERRIER,14:11:40,66,France,FR,,35-39,H
12619.fernanda.maciel,Fernanda MACIEL,14:12:01,67,Brésil,BR,,20-34,F
2727.amy.sproston,Amy SPROSTON,14:13:35,68,Etats-Unis,US,,35-39,F
12296.raul.frechillatoledo,Raul FRECHILLA-TOLEDO,14:18:36,69,Espagne,ES,,35-39,H
28121.olivier.meynet,Olivier MEYNET,14:19:15,70,France,FR,,20-34,H
2565.thomas.pigois,Thomas PIGOIS,14:20:00,71,France,FR,,20-34,H
36440.chiharu.watanabe,Chiharu WATANABE,14:20:15,72,Japon,JP,,45-49,H
51165.andrew.james,Andrew JAMES,14:20:17,73,Royaume-Uni,GB,,35-39,H
756661.rodrigo.errazuriz,Rodrigo ERRAZURIZ,14:20:42,74,Chili,CL,,35-39,H
8140.mathieu.siraudin,Mathieu SIRAUDIN,14:25:52,75,France,FR,,35-39,H
8948.teddy.mansiat,Teddy MANSIAT,14:31:18,76,France,FR,,20-34,H
150725.juanjose.olivasimo,Juan-Jose OLIVA-SIMO,14:32:08,77,Espagne,ES,,35-39,H
55322.nikolaos.sideridis,Nikolaos SIDERIDIS,14:32:19,78,Grèce,GR,,20-34,H
7214.jerome.fournier,Jerome FOURNIER,14:33:00,79,France,FR,,35-39,H
146466.olivier.rio,Olivier RIO,14:33:23,80,France,FR,,40-44,H
42701.loic.blondeau,Loic BLONDEAU,14:35:16,81,France,FR,,20-34,H
57824.dietmar.fiedler,Dietmar FIEDLER,14:35:46,82,Autriche,AT,,35-39,H
6318.emilie.lecomte,Emilie LECOMTE,14:35:54,83,France,FR,,20-34,F
25460.christian.schneider,Christian SCHNEIDER,14:36:52,84,Suisse,CH,,20-34,H
8915.marco.zarantonello,Marco ZARANTONELLO,14:41:13,85,Italie,IT,,45-49,H
12626.josev-.benito,Jose V. BENITO,14:41:26,86,Espagne,ES,,20-34,H
29593.fritjof.fagerlund,Fritjof FAGERLUND,14:42:40,87,Suède,SE,,35-39,H
40205.michel.cercueil,Michel CERCUEIL,14:46:04,88,France,FR,,40-44,H
44212.chris.near,Chris NEAR,14:46:12,89,Royaume-Uni,GB,,35-39,H
7843.franck.dechelette,Franck DECHELETTE,14:46:40,90,France,FR,,35-39,H
107272.marcin.pawlowski,Marcin PAWLOWSKI,14:46:58,91,Pologne,PL,,20-34,H
12823.oliver.lorincz,Oliver LORINCZ,14:47:28,92,Hongrie,HU,,40-44,H
11457.olivier.savoy,Olivier SAVOY,14:48:52,93,France,FR,,35-39,H
