runnerUri,fullname,time,rank,nationality,nationalityCode,index,ageGroup,gender
12293.marco.olmo,Marco OLMO,21:31:58,1,Italie,IT,,55-59,H
63467.jens.lukas,Jens LUKAS,22:23:55,2,Allemagne,DE,,40-44,H
3799.nicolas.mermoud,Nicolas MERMOUD,22:30:51,3,France,FR,,40-44,H
9842.samuel.bonaudo,Samuel BONAUDO,22:48:52,4,France,FR,,35-39,H
20151.dawadachhiri.sherpa,Dawa-Dachhiri SHERPA,23:00:43,5,Népal,NP,,35-39,H
41149.christophe.jaquerod,Christophe JAQUEROD,23:40:43,6,Suisse,CH,,40-44,H
40206.guillaume.millet,Guillaume MILLET,23:40:43,7,France,FR,,35-39,H
72558.alun.powell,Alun POWELL,23:51:34,8,Royaume-Uni,GB,,35-39,H
76659.aurelio.olivarroldan,Aurelio OLIVAR-ROLDAN,23:58:34,9,Espagne,ES,,35-39,H
8128.nicolas.darmaillacq,Nicolas DARMAILLACQ,24:02:01,10,France,FR,,20-34,H
6953.antoine.guillon,Antoine GUILLON,24:03:26,11,France,FR,,35-39,H
2708.tsuyoshi.kaburaki,Tsuyoshi KABURAKI,24:24:25,12,Japon,JP,,35-39,H
11460.matthieu.girard,Matthieu GIRARD,24:32:17,13,Suisse,CH,,35-39,H
8941.pabloangelnicolas.barnes,Pablo Angel Nicolas BARNES,24:37:07,14,Argentine,AR,,20-34,H
7833.serge.barthes,Serge BARTHES,24:59:10,15,France,FR,,45-49,H
39328.yves.masson,Yves MASSON,24:59:10,16,France,FR,,45-49,H
23509.wilfrid.ouledi,Wilfrid OULEDI,25:09:00,17,France,FR,,35-39,H
8127.pascal.blanc,Pascal BLANC,25:12:53,18,France,FR,,40-44,H
2168.nikki.kimball,Nikki KIMBALL,25:23:45,19,Etats-Unis,US,,35-39,F
27888.bruno.durand,Bruno DURAND,25:29:39,20,France,FR,,40-44,H
76935.philippe.berthault,Philippe BERTHAULT,25:29:39,21,France,FR,,40-44,H
9852.patrick.rey,Patrick REY,25:44:21,22,France,FR,,40-44,H
74962.olivier.cordeuil,Olivier CORDEUIL,25:44:21,23,France,FR,,20-34,H
3796.topher.gaylord,Topher GAYLORD,25:46:05,24,Etats-Unis,US,,35-39,H
46577.daniel.keller,Daniel KELLER,25:50:58,25,Suisse,CH,,45-49,H
11516.pierrehenri.jouneau,Pierre-Henri JOUNEAU,25:54:38,26,France,FR,,40-44,H
17711.ryan.cooper,Ryan COOPER,26:18:29,27,Etats-Unis,US,,20-34,H
27084.frederic.simon,Frederic SIMON,26:21:01,28,France,FR,,35-39,H
40239.jeanmichel.durix,Jean-Michel DURIX,26:21:01,29,France,FR,,35-39,H
13099.toni.contesti,Toni CONTESTI,26:24:39,30,Espagne,ES,,35-39,H
7835.francois.lachaux,Francois LACHAUX,26:27:47,31,France,FR,,20-34,H
43629.fabrice.perianayagom,Fabrice PERIANAYAGOM,26:27:47,32,France,FR,,20-34,H
76185.frederic.dumoulin,Frederic DUMOULIN,26:32:02,33,France,FR,,45-49,H
76415.stephan.pitscheider,Stephan PITSCHEIDER,26:40:12,34,Italie,IT,,45-49,H
9860.denis.caillibot,Denis CAILLIBOT,26:42:50,35,France,FR,,40-44,H
2536.trevor.hughes,Trevor HUGHES,26:51:35,36,Royaume-Uni,GB,,35-39,H
